OSM_ID,OSM_Type,Name,Latitude,Longitude,Category,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,smoking,addr_street,addr_housenumber,coord_group
n9747227826,node,Vida Mərasim Zalı,40.4162897,49.8421034,restaurant,,,,,,,,,,
w1064154995,way,Villa Qarden restoran,40.3913745,49.8703843,restaurant,,,,,,,,,,
n9746943446,node,Vivace Restoran,40.4204739,49.8524299,restaurant,,,,,,,,,,
n10295737331,node,Vüsal Şadlıq Sarayı,40.4357952,49.8151593,restaurant,,,,,,,,,,
n11879112865,node,West End,40.3657574,49.8354981,restaurant,,,,,,,,,,
n4915488722,node,White Garden,40.3975588,49.8685984,restaurant,,,,,,,,,,
w385592355,way,Why.Be,40.3801282,49.8579971,restaurant,coffee_shop;regional,,,,,,,Kövkəb Səfərəliyeva küçəsi,23,
n4327978982,node,Wood House,40.4022739,49.8390268,restaurant,,,,,,,,,,
n4427697790,node,Xalça Restoranı,40.3598142,49.8357821,restaurant,,"Mo-Fr 16:00-24:00; Sa,Su 00:00-02:00,16:00-24:00",,,,,,Mikayıl Useynov pr,,
n2943366372,node,Xankəndi Restoranı,40.3964281,49.8540003,restaurant,,,,,,,,,,
n9395237706,node,Xanədan Etno Restoran,40.4160426,49.8577622,restaurant,,,,,,,,,,
n11883518337,node,Xolondets,40.3770356,49.8409796,restaurant,,,,,no,,,,,
w287276602,way,Yaqut Şadlıq Sarayı,40.4258264,49.8508319,restaurant,,,,,,,,Süleyman Sani Axundov küçəsi,,
n6528598986,node,Yarpak,40.3849981,49.8375069,restaurant,local,,,,,,,,,
n11369375270,node,Yasamal mərasim evi \ Elit,40.3929921,49.803654,restaurant,,,,,,,,,,
n3031346909,node,Yaxt Klub,40.3620106,49.8401198,restaurant,,,+994554059617,https://shadliq.az/az/baki-yaxta-klubu,,,,,,
n4381854489,node,Yaşıl Bağ Restoran,40.4155412,49.8151737,restaurant,,,,,,,,,,
n4133688689,node,Yeməkxana \ Dərnəgül,40.4146478,49.834693,restaurant,,,,,,,,,,
n4730308892,node,Yuxa Restoran,40.4195133,49.8535525,restaurant,,,,,,,,,,
n11750428582,node,Zafferano,40.3587618,49.8367969,restaurant,,,,,,,,,,
n4423571096,node,Zazu,40.3696826,49.8458151,restaurant,pizza;burger;sandwich,,+99450 285 00 23,https://www.instagram.com/zazubaku/?hl=en,,,,Neftçilər Prospekti,34a,
n4353714090,node,Zeytun Bağı,40.4247421,49.8221606,restaurant,,,,,,,,,,
w221384949,way,Zirvə Restoranı,40.4187125,49.8433322,restaurant,,,,,,,,,,
n9919926209,node,Ziyafət Restoranı,40.3419322,49.8390443,restaurant,,,,,,,,,,
n3042961337,node,Zümrüd restoranı,40.4250732,49.8435082,restaurant,,,,,,,,,,
n9994816595,node,abc,40.3863435,49.8473826,restaurant,,,,,,,,,,
n4973541822,node,bürc qala,40.3677902,49.8336199,restaurant,,,,,,,,,,
n6467995489,node,cheers cafe baku,40.3679718,49.8339452,restaurant,,,,,,,,Kiçik Qala küçəsi,104,
n12529901501,node,ÇAYKING,40.3810955,49.8692084,restaurant,,Mo-Su 12:00-02:00,+994552049494,,,,,,,
n1430715707,node,Çanaqqala Restoranı,40.3939492,49.8561423,restaurant,,,,,,,,,,
n6448074086,node,Çayki,40.3557234,49.835118,restaurant,,,,,,,,,,
w311616564,way,Çinar Restoranı,40.4185475,49.8113158,restaurant,,,,,,,,Mir Cəlal,,
n1213339354,node,Çinar restorant,40.4185335,49.8111934,restaurant,,,,,,,,,,
w686051613,way,Çingiz Xan Şadlıq Sarayı,40.4273777,49.8869725,restaurant,,,,,,,,Ziya Bünyadov prospekti,,
n6511999091,node,Çio Çio San,40.3768257,49.8444038,restaurant,sushi;japanese,Mo-Su 12:00-23:30,+994 99 355 10 50;+994 50 655 10 50,https://chiochiosan.az/main,,,,Süleyman Ələsgərov küçəsi,10,
n7302473185,node,Çınar kokoreç,40.3808317,49.8415906,restaurant,,,,,,,,,,
w520498222,way,Çıraq Palace Şadlıq Sarayı,40.4253974,49.8523902,restaurant,,,012-561-61-01,,,,,Süleyman Sani Axundov küçəsi,20A,
n10302993974,node,Çətir Restoran,40.4371854,49.8053183,restaurant,,,,,,,,,,
n6024742787,node,Öz Kardeşler Lahmacun 1,40.4149338,49.8450742,restaurant,turkish,24/7,0125610052,,,,,Atatürk prospekti,,
n6024782789,node,Öz Kardeşler Lahmacun 2,40.4152438,49.8449833,restaurant,turkish,,0775342330,,,,,Atatürk prospekti,,
n10692744254,node,Öz Urfa Restoranı,40.4101895,49.863284,restaurant,,,,,,,,Əhməd Rəcəbli küçəsi,156,
n11821287874,node,Özsüt Malakan bağı,40.3715068,49.840646,restaurant,,,,,,,,,,
n9815487345,node,Özsüt Restoran,40.3770391,49.8379889,restaurant,,,,,,,,,,
n9902680718,node,Ümrə Mərasim Zalı,40.3414589,49.8101476,restaurant,,,,,,,,,,
w316169826,way,Üzeyir Şadlıq Sarayı,40.4227446,49.8171993,restaurant,regional,,,,,,,Mir Cəlal,322,
n11329680298,node,İdeal Şadlıq Sarayı,40.3950147,49.8022753,restaurant,,,,,,,,,,
n4575368806,node,İmparator İbo Restoran,40.3873009,49.8668747,restaurant,,,,,,,,,,
n3626554872,node,İmperial Şadlıq Sarayı \ Şamaxinka,40.4121353,49.803982,restaurant,,,,,,no,,,,
n11883774961,node,İskdender,40.3758397,49.8183761,restaurant,,,,,,,,,,
n4580594292,node,İstanbul Meyhane,40.38971,49.8467393,restaurant,turkish,Mo-Su 10:00-01:00,+994554550525,,,,,Cəyhunbəy Hacıbəyli,761,
n10090512269,node,İzmir Restoranı,40.3868422,49.8231965,restaurant,,,,,,,,,,
n11879170210,node,İçəri Şəhər,40.3655948,49.8323361,restaurant,,,,,,,,,,
n6052936485,node,Şah İnn,40.3842358,49.8231636,restaurant,,24/7,+994555726308,,,,,,,
n4541182283,node,Şahzadə Kafe,40.396657,49.7914016,restaurant,,,,,,,,,,
n4718425189,node,Şahənşah Şadlıq Sarayı,40.4260755,49.8440543,restaurant,,,,,,,,,,
n10300969074,node,Şans Şadlıq Sarayı,40.432399,49.8146161,restaurant,,,,,,,,,,
n4839668616,node,Şur Musiqi Klubu,40.377104,49.8449878,restaurant,,,,,,,,Rəşid Behbudov küçəsi,41,
n5126394621,node,Şır Şır Restoran,40.4197036,49.8562945,restaurant,,,,,,,,,,
n9758074233,node,Şıxmahmud Restoran,40.4254765,49.8666188,restaurant,,,,,,,,,,
n2034721616,node,Şəki mətbəxi,40.4020113,49.8345738,restaurant,azerbaijanian,,,,,,,,,
n11177489340,node,Şəms Restoranı \ Motodrom,40.419701,49.7938263,restaurant,,,,,,,,,,
n2895893387,node,Şәki Restoranı / Green Forest / 4-cü mkr.,40.4136518,49.8107569,restaurant,,,,,,,,,,
n6406867613,node,Əjdaha dönər,40.4054272,49.8696792,restaurant,,,,,,,,Ağa Nemətulla küçəsi,51,
n4612422000,node,Əjdaha dönər. Bülbul,40.3758963,49.8431166,restaurant,turkish,,,,,,,Bülbül,36B,
n6406840448,node,Əjdaha dönər. Elmler,40.3757727,49.8116964,restaurant,,,,,,,,Akademik Zahid Xəlilov küçəsi,31,
n6406849331,node,Əjdaha dönər. Molokan,40.3711142,49.841157,restaurant,,,,,,,,Üzeyir Hacıbəyov küçəsi,10,
n7124431795,node,Əla Dönər,40.3505943,49.8340926,restaurant,,,,,,,,,,
n7204264685,node,Əlibaba Kafe,40.4109859,49.8059562,restaurant,,,,,,,,,,
n13828556991,node,Əncir Restoranı \ Şamaxinka,40.4095729,49.802058,restaurant,,,,,,,,,,
n4799886828,node,Əriştə,40.3689964,49.8385198,restaurant,,,,,,,,,,
n4682032292,node,Ərzurum Restoranı \ Alatava,40.4044652,49.8155464,restaurant,,,,,,,,,,
n11862363169,node,Əsmət,40.3764018,49.854027,restaurant,fine_dining,,,,,yes,,Xaqani küçəsi,53,
n4161318789,node,Аптека. Бриллиантовая рука.,40.3640898,49.8332689,restaurant,,,,,,,,Kiçik Qala,8,
n4143917289,node,Дом,40.3868128,49.8311463,restaurant,,,,,,,,Cəlil Məmmədquluzadə,98,
n4577151403,node,"Илису, пиво, кафе",40.3878227,49.8420599,restaurant,,,,,,,,Süleyman Rüstəm küçəsi,,
n11750428580,node,У DЯDИ МАКСА,40.3584809,49.8367796,restaurant,,,,,,,,,,
n4737576599,node,‌Bibi Restoranı,40.3845104,49.8762356,restaurant,,,,,,,,,,
n12386080102,node,🇮🇹 Volare İtalian Cuisine,40.3679025,49.8375618,restaurant,italian,Mo-Su 10:00-23:00,+994 51 207 73 59,,,,,Əziz Əliyev küçəsi,11c,
n9765268378,node,ASK Arena,40.4106287,49.8987731,sports_centre,,,,,,,,,,
n3409542402,node,ATU İdman Sarayı,40.3689955,49.8135066,sports_centre,,,,,,,,,,
n3409542403,node,Antalya İdman Kompleksi,40.3723291,49.8126883,sports_centre,,,,,,,,,,
n2943380004,node,Avarçəkmə Federasiyası,40.398525,49.8541762,sports_centre,,,,,,,,,,
w333904206,way,Azfar Stadionu,40.3780077,49.8104661,sports_centre,,,,,,,,,,
w152807192,way,Azərbaycan Boks Federasiyası,40.3978589,49.8597711,sports_centre,,,,,,,,Koroğlu Rəhimov küçəsi,3,
w1061501162,way,Azəryol Voleybol Klubu,40.4196148,49.8630045,sports_centre,,,,,,,,,,
w854179105,way,Baku Juniors Academy,40.4103136,49.8393428,sports_centre,,,,,,,,,,
n4452223004,node,Baku Karting,40.4202393,49.8538573,sports_centre,,,,,,,,,,
w301637020,way,Bakı Atıcılıq Mərkəzi,40.4130255,49.7909213,sports_centre,,,,,,,,Ipek yolu,3D,
w1333761163,way,Bakı Atıcılıq Mərkəzi,40.411955,49.7925624,sports_centre,,,,,,,,,,
n2943380005,node,Bakı Olimpiya Kompleksi,40.3985853,49.8566606,sports_centre,,,,,,,,,,
n2979503594,node,Boks Federasiyası,40.39792,49.8596603,sports_centre,,,,,,,,,,
n3610540243,node,Boks Federasiyası,40.3802168,49.8805691,sports_centre,,,,,,,,,,
n9812799748,node,Dinamo İdman Mərkəzi,40.372183,49.8486909,sports_centre,,,,,,,,,,
w1126364561,way,Dəmiryol Sağlamlıq Kompleksi,40.4354129,49.7958414,sports_centre,,,,,,,,,,
n9823312553,node,Gimnastika Məktəbi / Sahil,40.3723772,49.8464942,sports_centre,,,,,,,,,,
n9773601526,node,Güləş Federasiyası,40.3914224,49.8691508,sports_centre,,,,,,,,,,
n2943380006,node,Gənclik İdman Mərkəzi,40.3980245,49.8556767,sports_centre,,,,,,,,,,
w75093736,way,Heydər Əliyev İdman Kompleksi,40.3918927,49.8250948,sports_centre,,,,,,,,,,
n2943396260,node,Həndbol Federasiyası,40.3991885,49.8584148,sports_centre,,,,,,,,,,
n4287261591,node,Keşlə Arena,40.3943005,49.888951,sports_centre,,,,,,,,,,
n9765268376,node,Keşlə Futbol Klubu,40.4114314,49.8972926,sports_centre,,,,,,,,,,
w264414627,way,Lokomotiv Voleybol,40.4353947,49.7959311,sports_centre,,,,,,,,,,
n1809807381,node,Lokomotiv İdman,40.432269,49.8037318,sports_centre,,,,,,,,,,
n9913931717,node,Milli Karate Federasiyası,40.4144974,49.8124024,sports_centre,,,,,,,,,,
w287048154,way,Milli Olimpiya Komitəsi,40.3995293,49.8556313,sports_centre,,,,,,,,,,
w1063374259,way,Milli Oyun Mərkəzi,40.4077001,49.8858194,sports_centre,,,,,,,,,,
w149584337,way,Olimpic Star,40.4021425,49.8312962,sports_centre,,,,,,,,Yusif Vəzir Çəmənzəminli,,
n9773601527,node,Otüstu Xokkey Federasiyası,40.3917666,49.8685956,sports_centre,,,,,,,,,,
n9915435396,node,Pioner Arena Futbol,40.4135379,49.8106988,sports_centre,,,,,,,,,,
n12779830010,node,Qalatasaray Futbol Məktəbi 8 mkr,40.4223545,49.8421356,sports_centre,,,,,,,,,,
w387657572,way,Stadion Zəfər Bağı 4-cü mrk,40.4147825,49.8101808,sports_centre,,,,,,,,,,
n3037003782,node,Tennis Kompleksi,40.4056142,49.8543059,sports_centre,,,,,,,,,,
n3174359143,node,Trenajor,40.4182292,49.8116755,sports_centre,,,,,,,,Hüseyn Seyidzadə,,
n4217624526,node,Vegas İdman Zalı,40.4225062,49.8159026,sports_centre,,,,,,,,Mir Cəlal,,
n4613332897,node,XDMX İdman Mərkəzi,40.3883891,49.8275357,sports_centre,,,,,,,,,,
n9811487821,node,Yelkən Qayıq Federasiyası,40.3759592,49.8572083,sports_centre,,,,,,,,,,
n3029497993,node,İdman Məktəbi / Montin,40.3968306,49.8738048,sports_centre,,,,,,,,,,
n9765268379,node,İnter PFK İdman,40.4104143,49.8989958,sports_centre,,,,,,,,,,
w290822734,way,Şüa İdman-Sağlamlıq Kompleksi,40.3960572,49.8595173,sports_centre,,,,,,,,Koroğlu Rəhimov küç.,19a,
w118055768,way,Əl Oyunları Sarayı,40.3586869,49.835018,sports_centre,,,,,,,,Neftçilər pr.,26c,
n4908925222,node,Əmək Ehtiyyatları İdman Hovuzu,40.3971377,49.8736584,sports_centre,,,,,,,,,,
w360221001,way,Atraksionlar,40.3675876,49.8404719,theme_park,,,,,,,,,,
n4512725647,node,Baki Əyləncə Mərkəzi,40.385041,49.8686584,theme_park,,,,,,,,,,
n3909305220,node,Qələbə Parkı,40.4108697,49.8536786,theme_park,,,,,,,,,,
n3550417769,node,Tayfa əyləncə mərkəzi,40.3874806,49.8378986,theme_park,,,,,,,,,,
n3175307313,node,Uşaq Əyləncə Mərkəzi,40.4180442,49.8114685,theme_park,,,,,,,,,,
w382241583,way,"AF-HOTEL, Rəşid Behbudov küçəsi",40.3835168,49.8420828,water_park,,,+994 12 595 30 70,,,,,Rəşid Behbudov küçəsi 55,55,
